Id;MatchupId;TeamId;PlayerId;IsStarting;Min;Point;Assist;FieldGoalMade;FieldGoalMissed;3-PointFieldGoalMade;3-PointFieldGoalMissed;FreeThrowMade;FreeThrowMissed;Rebound;OFFR;DFFR;Steal;Block;Turnover;Foul
33;4;19;408;1;31;36;5;12;10;4;2;0;0;10;10;0;8;0;0;0
34;4;19;409;1;30;30;3;12;13;2;1;0;0;6;6;0;6;6;0;0
35;4;19;410;1;34;0;10;0;0;0;0;0;0;0;0;0;1;4;0;0
36;4;18;390;1;25;22;2;8;11;2;2;0;0;7;7;0;8;6;0;0
37;4;18;391;1;33;38;9;13;13;4;2;0;0;0;0;0;9;7;0;0
38;4;18;392;1;34;36;4;12;12;4;1;0;0;10;10;0;5;7;0;0
39;4;18;393;1;30;28;1;14;10;0;1;0;0;2;2;0;5;5;0;0
40;4;18;394;1;29;0;5;0;0;0;0;0;0;5;5;0;5;1;0;0
41;5;3;231;1;30;50;6;19;13;4;2;0;0;2;2;0;0;2;0;0
42;5;3;232;1;34;38;8;19;14;0;2;0;0;6;6;0;2;7;0;0
43;5;3;233;1;32;30;10;9;10;4;2;0;0;7;7;0;4;4;0;0
44;5;3;234;1;25;38;9;19;11;0;1;0;0;5;5;0;8;8;0;0
45;5;3;235;1;30;0;1;0;0;0;0;0;0;2;2;0;6;7;0;0
46;5;14;153;1;33;39;8;18;14;1;2;0;0;1;1;0;8;3;0;0
47;5;14;154;1;28;34;4;11;10;4;1;0;0;6;6;0;10;4;0;0
48;5;14;155;1;31;32;8;13;13;2;2;0;0;3;3;0;8;4;0;0
49;5;14;156;1;28;30;10;9;10;4;1;0;0;5;5;0;0;3;0;0
50;5;14;157;1;27;0;1;0;0;0;0;0;0;3;3;0;10;9;0;0
51;6;15;216;1;25;28;2;11;11;2;2;0;0;10;10;0;9;2;0;0
52;6;15;217;1;26;34;4;11;12;4;2;0;0;9;9;0;10;10;0;0
53;6;15;218;1;25;46;0;17;13;4;1;0;0;6;6;0;0;3;0;0
54;6;15;219;1;33;29;0;13;10;1;1;0;0;4;4;0;3;5;0;0
55;6;15;220;1;27;0;0;0;0;0;0;0;0;6;6;0;3;8;0;0
56;6;4;298;1;30;41;3;19;14;1;1;0;0;3;3;0;2;0;0;0
57;6;4;299;1;26;39;2;15;11;3;2;0;0;0;0;0;4;8;0;0
58;6;4;300;1;31;31;8;11;12;3;2;0;0;1;1;0;6;3;0;0
59;6;4;301;1;28;32;7;13;10;2;1;0;0;6;6;0;0;9;0;0
60;6;4;302;1;28;0;6;0;0;0;0;0;0;4;4;0;9;9;0;0
61;7;9;79;1;28;25;3;8;10;3;2;0;0;3;3;0;10;4;0;0
62;7;9;80;1;27;46;9;17;13;4;2;0;0;7;7;0;4;4;0;0
63;7;9;81;1;28;38;3;16;13;2;1;0;0;10;10;0;3;4;0;0
64;7;9;82;1;29;32;2;16;12;0;2;0;0;3;3;0;0;6;0;0
65;7;9;83;1;31;0;8;0;0;0;0;0;0;7;7;0;5;10;0;0
66;7;10;139;1;29;29;1;13;14;1;2;0;0;2;2;0;8;4;0;0
67;7;10;140;1;29;33;2;15;11;1;1;0;0;1;1;0;2;10;0;0
68;7;10;141;1;29;50;8;19;12;4;1;0;0;7;7;0;9;9;0;0
69;7;10;142;1;26;26;4;10;12;2;2;0;0;3;3;0;5;0;0;0
70;7;10;143;1;26;0;3;0;0;0;0;0;0;8;8;0;5;7;0;0
71;8;8;94;1;33;46;3;17;10;4;1;0;0;7;7;0;7;2;0;0
72;8;8;95;1;25;28;10;11;12;2;1;0;0;0;0;0;5;4;0;0
73;8;8;96;1;29;36;0;15;13;2;1;0;0;2;2;0;4;8;0;0
74;8;8;97;1;26;45;5;18;12;3;1;0;0;0;0;0;7;9;0;0
75;8;8;98;1;29;0;5;0;0;0;0;0;0;7;7;0;7;4;0;0
76;8;11;171;1;31;41;5;16;10;3;2;0;0;4;4;0;0;6;0;0
77;8;11;172;1;30;28;6;11;11;2;2;0;0;0;0;0;2;10;0;0
78;8;11;173;1;26;26;1;13;12;0;2;0;0;1;1;0;3;2;0;0
79;8;11;174;1;34;46;9;17;11;4;1;0;0;7;7;0;9;8;0;0
80;8;11;175;1;30;0;0;0;0;0;0;0;0;1;1;0;2;5;0;0
81;9;30;313;1;28;39;6;18;10;1;2;0;0;3;3;0;0;6;0;0
82;9;30;314;1;34;48;7;18;12;4;1;0;0;10;10;0;6;5;0;0
83;9;30;315;1;29;40;7;17;12;2;1;0;0;0;0;0;8;2;0;0
84;9;30;316;1;34;29;8;10;11;3;2;0;0;7;7;0;6;9;0;0
85;9;30;317;1;26;0;6;0;0;0;0;0;0;5;5;0;9;1;0;0
86;9;17;422;1;27;37;0;17;10;1;2;0;0;0;0;0;10;0;0;0
87;9;17;423;1;32;36;10;15;14;2;2;0;0;8;8;0;6;7;0;0
88;9;17;424;1;32;46;8;17;14;4;2;0;0;0;0;0;3;8;0;0
89;9;17;425;1;29;30;10;15;12;0;1;0;0;3;3;0;7;1;0;0
90;9;17;426;1;29;0;10;0;0;0;0;0;0;2;2;0;2;4;0;0
91;10;29;328;1;25;35;3;13;14;3;1;0;0;2;2;0;5;4;0;0
92;10;29;329;1;29;18;7;9;12;0;2;0;0;0;0;0;1;4;0;0
93;10;29;330;1;30;33;5;12;13;3;1;0;0;1;1;0;1;8;0;0
94;10;29;331;1;32;27;1;9;14;3;1;0;0;2;2;0;5;9;0;0
95;10;29;332;1;27;0;10;0;0;0;0;0;0;7;7;0;10;1;0;0
96;10;19;406;1;34;18;5;9;10;0;1;0;0;2;2;0;3;4;0;0
97;10;19;407;1;33;22;9;11;11;0;2;0;0;1;1;0;0;2;0;0
98;10;19;408;1;27;50;6;19;14;4;2;0;0;3;3;0;6;4;0;0
99;10;19;409;1;34;27;1;12;12;1;1;0;0;5;5;0;3;10;0;0
100;10;19;410;1;26;0;1;0;0;0;0;0;0;0;0;0;10;7;0;0
101;11;3;231;1;32;43;8;17;10;3;1;0;0;7;7;0;8;2;0;0
102;11;3;232;1;29;44;2;19;13;2;1;0;0;0;0;0;9;8;0;0
103;11;3;233;1;26;35;8;13;14;3;2;0;0;10;10;0;10;4;0;0
104;11;3;234;1;28;16;7;8;10;0;1;0;0;3;3;0;6;9;0;0
105;11;3;235;1;34;0;3;0;0;0;0;0;0;2;2;0;0;1;0;0
106;11;4;298;1;25;36;5;15;10;2;1;0;0;1;1;0;0;2;0;0
107;11;4;299;1;26;34;6;14;10;2;2;0;0;7;7;0;5;9;0;0
108;11;4;300;1;30;24;9;9;13;2;1;0;0;3;3;0;3;3;0;0
109;11;4;301;1;28;29;8;10;12;3;1;0;0;8;8;0;1;1;0;0
110;11;4;302;1;32;0;10;0;0;0;0;0;0;6;6;0;2;2;0;0
111;12;9;79;1;31;27;5;12;12;1;1;0;0;9;9;0;7;7;0;0
112;12;9;80;1;31;29;5;13;13;1;1;0;0;5;5;0;3;10;0;0
113;12;9;81;1;34;27;5;12;11;1;1;0;0;3;3;0;9;10;0;0
114;12;9;82;1;26;40;0;17;11;2;1;0;0;7;7;0;8;0;0;0
115;12;9;83;1;27;0;1;0;0;0;0;0;0;8;8;0;7;9;0;0
116;12;8;94;1;27;32;4;16;10;0;2;0;0;7;7;0;6;6;0;0
117;12;8;95;1;33;23;3;10;10;1;1;0;0;0;0;0;0;1;0;0
118;12;8;96;1;25;22;3;8;13;2;2;0;0;7;7;0;8;8;0;0
119;12;8;97;1;27;47;7;19;12;3;1;0;0;10;10;0;3;6;0;0
120;12;8;98;1;27;0;0;0;0;0;0;0;0;6;6;0;1;7;0;0
121;13;30;313;1;30;36;4;12;12;4;2;0;0;3;3;0;5;2;0;0
122;13;30;314;1;26;34;0;14;10;2;1;0;0;8;8;0;7;2;0;0
123;13;30;315;1;26;32;1;13;14;2;1;0;0;6;6;0;5;5;0;0
124;13;30;316;1;29;44;5;16;12;4;2;0;0;4;4;0;4;10;0;0
125;13;30;317;1;31;0;2;0;0;0;0;0;0;10;10;0;4;5;0;0
126;13;19;406;1;26;25;2;8;14;3;2;0;0;6;6;0;2;0;0;0
127;13;19;407;1;33;27;1;12;14;1;2;0;0;8;8;0;3;4;0;0
128;13;19;408;1;31;38;5;19;10;0;2;0;0;1;1;0;0;7;0;0
129;13;19;409;1;31;34;10;14;10;2;2;0;0;10;10;0;5;10;0;0
130;13;19;410;1;34;0;8;0;0;0;0;0;0;8;8;0;0;7;0;0
131;14;3;231;1;26;22;10;8;10;2;2;0;0;2;2;0;5;9;0;0
132;14;3;232;1;27;37;6;14;10;3;2;0;0;2;2;0;5;7;0;0
133;14;3;233;1;28;24;9;9;14;2;2;0;0;0;0;0;5;4;0;0
134;14;3;234;1;28;16;9;8;13;0;1;0;0;4;4;0;6;0;0;0
135;14;3;235;1;26;0;5;0;0;0;0;0;0;0;0;0;4;3;0;0
136;14;8;94;1;28;22;10;8;14;2;1;0;0;3;3;0;2;6;0;0
137;14;8;95;1;33;18;2;9;10;0;2;0;0;6;6;0;10;10;0;0
138;14;8;96;1;34;37;5;14;12;3;1;0;0;7;7;0;1;1;0;0
139;14;8;97;1;31;43;10;17;14;3;2;0;0;3;3;0;5;5;0;0
140;14;8;98;1;32;0;2;0;0;0;0;0;0;8;8;0;1;8;0;0
141;15;30;313;1;33;40;1;17;14;2;1;0;0;7;7;0;5;3;0;0
142;15;30;314;1;31;38;4;13;11;4;2;0;0;4;4;0;6;1;0;0
143;15;30;315;1;31;24;4;9;14;2;2;0;0;3;3;0;1;8;0;0
144;15;30;316;1;34;22;8;11;10;0;1;0;0;4;4;0;5;4;0;0
145;15;30;317;1;27;0;9;0;0;0;0;0;0;4;4;0;10;4;0;0
146;15;8;94;1;29;30;10;15;13;0;1;0;0;0;0;0;6;7;0;0
147;15;8;95;1;31;40;7;14;13;4;2;0;0;9;9;0;6;10;0;0
148;15;8;96;1;27;34;5;11;12;4;2;0;0;3;3;0;8;10;0;0
149;15;8;97;1;32;36;8;12;13;4;1;0;0;10;10;0;0;10;0;0
150;15;8;98;1;31;0;3;0;0;0;0;0;0;0;0;0;2;7;0;0
151;70;1;266;1;28;34;1;17;11;0;1;0;0;8;8;0;10;6;0;0
152;16;7;124;1;29;28;9;11;10;2;1;0;0;0;0;0;0;4;0;0
153;16;7;125;1;32;28;3;11;13;2;2;0;0;8;8;0;1;6;0;0
154;16;7;126;1;28;30;4;15;12;0;2;0;0;5;5;0;9;9;0;0
155;16;7;127;1;32;30;3;15;12;0;2;0;0;6;6;0;6;3;0;0
156;16;7;128;1;30;0;7;0;0;0;0;0;0;4;4;0;1;4;0;0
157;16;15;216;1;27;45;7;18;14;3;1;0;0;2;2;0;10;2;0;0
158;16;15;217;1;34;41;5;16;13;3;2;0;0;5;5;0;6;10;0;0
159;16;15;218;1;28;29;0;10;13;3;2;0;0;1;1;0;4;1;0;0
160;16;15;219;1;28;22;5;11;13;0;2;0;0;6;6;0;10;2;0;0
161;16;15;220;1;25;0;7;0;0;0;0;0;0;0;0;0;10;9;0;0
162;17;5;248;1;25;28;9;14;10;0;1;0;0;2;2;0;8;6;0;0
163;17;5;249;1;25;42;3;15;10;4;2;0;0;5;5;0;3;3;0;0
164;17;5;250;1;26;39;8;18;12;1;2;0;0;6;6;0;9;3;0;0
165;17;5;251;1;28;31;7;14;10;1;2;0;0;8;8;0;4;3;0;0
166;17;5;252;1;28;0;2;0;0;0;0;0;0;8;8;0;6;5;0;0
167;17;1;266;1;25;37;5;14;13;3;1;0;0;5;5;0;2;10;0;0
168;17;1;267;1;29;38;7;13;12;4;2;0;0;7;7;0;6;3;0;0
169;17;1;268;1;27;24;7;12;10;0;2;0;0;0;0;0;7;10;0;0
170;17;1;269;1;34;44;1;16;13;4;1;0;0;8;8;0;1;0;0;0
171;17;1;270;1;34;0;4;0;0;0;0;0;0;0;0;0;6;3;0;0
172;18;18;390;1;31;26;4;13;12;0;1;0;0;0;0;0;10;8;0;0
173;18;18;391;1;34;36;3;15;11;2;1;0;0;10;10;0;8;6;0;0
174;18;18;392;1;30;32;3;13;12;2;2;0;0;10;10;0;5;2;0;0
175;18;18;393;1;26;35;1;16;13;1;2;0;0;7;7;0;5;9;0;0
176;18;18;394;1;29;0;4;0;0;0;0;0;0;6;6;0;7;10;0;0
177;18;25;33;1;28;22;10;11;12;0;1;0;0;4;4;0;8;10;0;0
178;18;25;34;1;29;32;5;16;14;0;1;0;0;10;10;0;8;3;0;0
179;18;25;35;1;34;27;7;9;10;3;2;0;0;0;0;0;1;10;0;0
180;18;25;36;1;26;28;9;14;12;0;1;0;0;9;9;0;9;10;0;0
181;18;25;37;1;25;0;10;0;0;0;0;0;0;1;1;0;9;6;0;0
182;19;11;171;1;33;22;8;8;13;2;2;0;0;1;1;0;10;3;0;0
183;19;11;172;1;30;31;9;14;12;1;2;0;0;1;1;0;6;9;0;0
184;19;11;173;1;30;37;2;17;12;1;2;0;0;8;8;0;5;8;0;0
185;19;11;174;1;29;36;1;12;14;4;1;0;0;0;0;0;6;4;0;0
186;19;11;175;1;32;0;10;0;0;0;0;0;0;7;7;0;8;9;0;0
187;19;3;231;1;25;34;4;11;11;4;2;0;0;9;9;0;2;0;0;0
188;19;3;232;1;30;31;0;11;14;3;2;0;0;6;6;0;1;10;0;0
189;19;3;233;1;29;33;10;15;10;1;2;0;0;8;8;0;6;8;0;0
190;19;3;234;1;31;36;6;12;10;4;2;0;0;7;7;0;6;10;0;0
191;19;3;235;1;33;0;3;0;0;0;0;0;0;10;10;0;7;4;0;0
192;20;24;49;1;27;44;8;16;13;4;1;0;0;3;3;0;4;3;0;0
193;20;24;50;1;33;30;4;12;14;2;1;0;0;0;0;0;4;5;0;0
194;20;24;51;1;30;34;5;11;12;4;2;0;0;1;1;0;7;0;0;0
195;20;24;52;1;26;38;7;13;10;4;2;0;0;10;10;0;1;0;0;0
196;20;24;53;1;33;0;10;0;0;0;0;0;0;9;9;0;9;0;0;0
197;20;29;328;1;27;28;10;11;10;2;1;0;0;5;5;0;0;6;0;0
198;20;29;329;1;29;36;2;18;11;0;1;0;0;4;4;0;10;3;0;0
199;20;29;330;1;27;40;10;14;12;4;2;0;0;8;8;0;8;7;0;0
200;20;29;331;1;34;36;7;15;11;2;1;0;0;2;2;0;4;5;0;0
201;20;29;332;1;33;0;9;0;0;0;0;0;0;6;6;0;4;0;0;0
202;21;30;313;1;26;32;10;16;13;0;2;0;0;1;1;0;6;5;0;0
203;21;30;314;1;30;25;6;8;10;3;2;0;0;9;9;0;4;9;0;0
204;21;30;315;1;30;45;2;18;10;3;1;0;0;6;6;0;7;5;0;0
205;21;30;316;1;27;22;4;8;10;2;1;0;0;6;6;0;2;9;0;0
206;21;30;317;1;30;0;2;0;0;0;0;0;0;9;9;0;0;0;0;0
207;21;19;406;1;32;28;9;11;12;2;2;0;0;4;4;0;1;5;0;0
208;21;19;407;1;30;19;10;8;10;1;1;0;0;8;8;0;9;3;0;0
209;21;19;408;1;32;38;3;16;12;2;2;0;0;9;9;0;9;5;0;0
210;21;19;409;1;30;28;6;11;12;2;1;0;0;3;3;0;9;2;0;0
211;21;19;410;1;26;0;5;0;0;0;0;0;0;1;1;0;10;3;0;0
212;22;8;94;1;32;46;1;17;12;4;2;0;0;6;6;0;6;1;0;0
213;22;8;95;1;25;23;8;10;12;1;2;0;0;2;2;0;10;1;0;0
214;22;8;96;1;26;24;5;12;14;0;1;0;0;7;7;0;10;5;0;0
215;22;8;97;1;25;36;7;12;14;4;2;0;0;5;5;0;5;7;0;0
216;22;8;98;1;25;0;9;0;0;0;0;0;0;3;3;0;2;6;0;0
217;22;6;109;1;28;30;5;9;11;4;2;0;0;7;7;0;9;1;0;0
218;22;6;110;1;27;25;0;8;14;3;2;0;0;6;6;0;2;2;0;0
219;22;6;111;1;33;28;2;11;12;2;2;0;0;10;10;0;6;9;0;0
220;22;6;112;1;30;29;7;10;11;3;1;0;0;4;4;0;5;10;0;0
221;22;6;113;1;32;0;3;0;0;0;0;0;0;6;6;0;3;0;0;0
222;23;16;455;1;30;28;9;8;12;4;1;0;0;6;6;0;2;6;0;0
223;23;16;456;1;31;32;10;16;10;0;1;0;0;8;8;0;5;2;0;0
224;23;16;457;1;32;30;1;12;14;2;1;0;0;3;3;0;4;7;0;0
225;23;16;458;1;26;38;8;19;14;0;1;0;0;9;9;0;2;5;0;0
226;23;16;459;1;30;0;2;0;0;0;0;0;0;2;2;0;1;8;0;0
227;23;17;422;1;29;16;4;8;11;0;1;0;0;6;6;0;5;6;0;0
228;23;17;423;1;34;39;10;15;12;3;1;0;0;10;10;0;10;9;0;0
229;23;17;424;1;34;31;3;11;13;3;1;0;0;3;3;0;5;10;0;0
230;23;17;425;1;30;27;8;9;10;3;1;0;0;4;4;0;7;9;0;0
231;23;17;426;1;30;0;9;0;0;0;0;0;0;3;3;0;9;4;0;0
232;24;25;33;1;29;26;9;13;12;0;2;0;0;4;4;0;6;0;0;0
233;24;25;34;1;25;24;9;12;11;0;1;0;0;0;0;0;6;2;0;0
234;24;25;35;1;25;24;5;12;14;0;2;0;0;0;0;0;1;4;0;0
235;24;25;36;1;27;45;4;18;13;3;1;0;0;8;8;0;0;2;0;0
236;24;25;37;1;26;0;4;0;0;0;0;0;0;1;1;0;7;7;0;0
237;24;16;455;1;26;22;8;11;12;0;2;0;0;10;10;0;5;2;0;0
238;24;16;456;1;26;32;4;13;13;2;2;0;0;8;8;0;7;8;0;0
239;24;16;457;1;27;25;9;11;10;1;2;0;0;2;2;0;8;2;0;0
240;24;16;458;1;27;31;8;11;13;3;2;0;0;3;3;0;2;6;0;0
241;24;16;459;1;28;0;3;0;0;0;0;0;0;7;7;0;5;0;0;0
242;25;24;49;1;33;29;4;13;13;1;1;0;0;4;4;0;1;4;0;0
243;25;24;50;1;32;18;1;9;13;0;2;0;0;10;10;0;10;3;0;0
244;25;24;51;1;33;35;7;13;13;3;2;0;0;1;1;0;1;3;0;0
245;25;24;52;1;34;28;4;8;10;4;1;0;0;9;9;0;6;2;0;0
246;25;24;53;1;31;0;10;0;0;0;0;0;0;3;3;0;0;8;0;0
247;25;30;313;1;28;32;4;16;13;0;1;0;0;2;2;0;6;8;0;0
248;25;30;314;1;27;16;3;8;11;0;1;0;0;8;8;0;1;7;0;0
249;25;30;315;1;26;37;6;14;11;3;2;0;0;10;10;0;1;3;0;0
250;25;30;316;1;29;29;0;10;11;3;1;0;0;5;5;0;2;5;0;0
251;25;30;317;1;25;0;9;0;0;0;0;0;0;5;5;0;9;10;0;0
252;26;3;231;1;30;32;7;16;13;0;1;0;0;1;1;0;10;4;0;0
253;26;3;232;1;33;27;4;12;14;1;1;0;0;5;5;0;1;1;0;0
254;26;3;233;1;26;43;4;17;12;3;1;0;0;10;10;0;2;3;0;0
255;26;3;234;1;34;20;0;10;14;0;2;0;0;0;0;0;0;8;0;0
256;26;3;235;1;31;0;4;0;0;0;0;0;0;6;6;0;1;3;0;0
257;26;8;94;1;34;46;7;17;11;4;2;0;0;7;7;0;4;6;0;0
258;26;8;95;1;32;37;6;17;12;1;1;0;0;0;0;0;10;7;0;0
259;26;8;96;1;32;39;8;18;11;1;2;0;0;6;6;0;0;8;0;0
260;26;8;97;1;31;27;9;9;12;3;1;0;0;5;5;0;5;5;0;0
261;26;8;98;1;28;0;10;0;0;0;0;0;0;3;3;0;2;2;0;0
262;27;1;266;1;29;19;2;8;13;1;2;0;0;4;4;0;3;3;0;0
263;27;1;267;1;34;32;8;10;14;4;1;0;0;3;3;0;0;5;0;0
264;27;1;268;1;29;39;9;18;12;1;2;0;0;6;6;0;3;4;0;0
265;27;1;269;1;29;41;5;19;12;1;1;0;0;4;4;0;4;7;0;0
266;27;1;270;1;32;0;3;0;0;0;0;0;0;2;2;0;2;1;0;0
267;27;15;216;1;33;34;6;11;14;4;1;0;0;10;10;0;10;9;0;0
268;27;15;217;1;34;36;10;18;12;0;2;0;0;10;10;0;7;5;0;0
269;27;15;218;1;34;27;7;12;11;1;2;0;0;5;5;0;4;3;0;0
270;27;15;219;1;27;40;6;14;11;4;1;0;0;0;0;0;0;10;0;0
271;27;15;220;1;31;0;2;0;0;0;0;0;0;6;6;0;9;6;0;0
272;28;25;33;1;29;39;7;15;12;3;2;0;0;0;0;0;2;1;0;0
273;28;25;34;1;28;34;8;11;13;4;1;0;0;4;4;0;2;7;0;0
274;28;25;35;1;26;34;9;17;11;0;2;0;0;10;10;0;5;0;0;0
275;28;25;36;1;27;22;4;11;14;0;1;0;0;10;10;0;7;0;0;0
276;28;25;37;1;31;0;4;0;0;0;0;0;0;3;3;0;2;5;0;0
277;28;30;313;1;29;47;8;19;14;3;1;0;0;1;1;0;0;7;0;0
278;28;30;314;1;28;28;6;8;10;4;2;0;0;7;7;0;5;10;0;0
279;28;30;315;1;34;27;8;12;14;1;2;0;0;10;10;0;0;0;0;0
280;28;30;316;1;30;41;0;19;13;1;1;0;0;5;5;0;2;6;0;0
281;28;30;317;1;29;0;10;0;0;0;0;0;0;1;1;0;2;7;0;0
282;29;15;216;1;31;39;3;18;12;1;2;0;0;2;2;0;10;6;0;0
283;29;15;217;1;34;22;10;11;13;0;1;0;0;2;2;0;5;8;0;0
284;29;15;218;1;30;28;3;8;10;4;2;0;0;7;7;0;2;3;0;0
285;29;15;219;1;28;38;1;16;14;2;2;0;0;3;3;0;8;0;0;0
286;29;15;220;1;30;0;10;0;0;0;0;0;0;6;6;0;0;10;0;0
287;29;8;94;1;28;46;4;17;10;4;1;0;0;10;10;0;1;8;0;0
288;29;8;95;1;29;27;10;9;12;3;1;0;0;6;6;0;4;9;0;0
289;29;8;96;1;32;41;0;19;10;1;2;0;0;6;6;0;0;8;0;0
290;29;8;97;1;27;37;9;14;14;3;1;0;0;8;8;0;3;4;0;0
291;29;8;98;1;29;0;6;0;0;0;0;0;0;4;4;0;6;10;0;0
292;30;8;94;1;26;28;5;11;12;2;1;0;0;7;7;0;9;2;0;0
293;30;8;95;1;28;43;0;17;14;3;1;0;0;5;5;0;9;2;0;0
294;30;8;96;1;30;36;0;12;14;4;2;0;0;9;9;0;1;4;0;0
295;30;8;97;1;32;45;9;18;12;3;1;0;0;10;10;0;10;7;0;0
296;30;8;98;1;27;0;9;0;0;0;0;0;0;5;5;0;4;3;0;0
297;30;30;313;1;27;25;0;8;11;3;2;0;0;0;0;0;0;8;0;0
298;30;30;314;1;34;28;1;14;11;0;2;0;0;4;4;0;1;2;0;0
299;30;30;315;1;32;34;4;17;10;0;2;0;0;1;1;0;8;6;0;0
300;30;30;316;1;28;28;3;14;13;0;2;0;0;7;7;0;0;0;0;0
301;30;30;317;1;29;0;7;0;0;0;0;0;0;5;5;0;1;9;0;0
302;70;1;267;1;26;28;3;8;10;4;2;0;0;8;8;0;5;8;0;0
303;70;1;268;1;31;39;0;15;13;3;1;0;0;5;5;0;6;4;0;0
304;70;1;269;1;29;32;7;13;14;2;2;0;0;1;1;0;4;9;0;0
305;70;1;270;1;28;0;7;0;0;0;0;0;0;10;10;0;8;1;0;0
306;70;2;282;1;29;19;2;8;10;1;1;0;0;6;6;0;4;3;0;0
307;70;2;283;1;25;25;2;11;11;1;2;0;0;9;9;0;10;0;0;0
308;70;2;284;1;25;26;6;10;14;2;1;0;0;6;6;0;10;5;0;0
309;70;2;285;1;26;43;5;17;13;3;2;0;0;10;10;0;6;1;0;0
310;70;2;286;1;26;0;10;0;0;0;0;0;0;4;4;0;8;7;0;0
311;71;3;231;1;30;32;2;13;13;2;1;0;0;5;5;0;4;7;0;0
312;71;3;232;1;26;33;7;12;11;3;1;0;0;10;10;0;2;10;0;0
313;71;3;233;1;25;40;8;14;12;4;2;0;0;10;10;0;2;7;0;0
314;71;3;234;1;30;27;3;12;10;1;2;0;0;0;0;0;1;6;0;0
315;71;3;235;1;33;0;1;0;0;0;0;0;0;6;6;0;5;6;0;0
316;71;4;298;1;31;41;0;16;12;3;1;0;0;9;9;0;8;6;0;0
317;71;4;299;1;29;28;5;11;12;2;1;0;0;2;2;0;9;4;0;0
318;71;4;300;1;26;37;5;17;12;1;2;0;0;8;8;0;5;8;0;0
319;71;4;301;1;34;44;1;19;11;2;1;0;0;7;7;0;3;2;0;0
320;71;4;302;1;25;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0
321;72;5;248;1;30;22;4;11;10;0;1;0;0;9;9;0;6;6;0;0
322;72;5;249;1;27;38;6;16;14;2;1;0;0;2;2;0;2;5;0;0
323;72;5;250;1;29;31;9;14;11;1;1;0;0;3;3;0;10;5;0;0
324;72;5;251;1;30;38;1;19;11;0;2;0;0;10;10;0;2;6;0;0
325;72;5;252;1;33;0;0;0;0;0;0;0;0;9;9;0;6;6;0;0
326;72;6;109;1;26;31;1;14;14;1;1;0;0;1;1;0;5;2;0;0
327;72;6;110;1;27;36;3;15;14;2;2;0;0;7;7;0;2;8;0;0
